VolcanoNumber,VolcanoName,Country,PrimaryVolcanoType,ActivityEvidence,LastKnownEruption,Region,Subregion,Latitude,Longitude,Elevation,DominantRockType,TectonicSetting,,,Multiple
353120,San Crist‹bal,Ecuador,shield,Evidence Credible,Unknown,South America,Galapagos Islands,-0.88,-89.5,759,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),,,false
353804,Santa Fe,Ecuador,shield,Unrest / Pleistocene,Unknown,South America,Galapagos Islands,-0.806,-90.07,200,,Rift zone / Oceanic crust (< 15 km),,,false
354000,Quimsachata,Peru,lava-dome,Eruption Dated,4450 BCE,South America,Peru,-14.2,-71.33,3923,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
354001,"Auquihuato, Cerro",Peru,pyroclastic-cone,Evidence Uncertain,Unknown,South America,Peru,-15.07,-73.18,4980,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
354002,Sara Sara,Peru,stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.33,-73.45,5522,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354003,Coropuna,Peru,stratovolcano,Evidence Credible,Unknown,South America,Peru,-15.52,-72.65,6377,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354004,Andahua-Orcopampa,Peru,pyroclastic-cone,Eruption Dated,1490 CE,South America,Peru,-15.42,-72.33,4713,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,true
354005,Huambo,Peru,volcanic-field,Eruption Dated,700 BCE,South America,Peru,-15.83,-72.13,4550,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,false
354006,Sabancaya,Peru,stratovolcano,Eruption Observed,2015 CE,South America,Peru,-15.78,-71.85,5967,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
354007,"Chachani, Nevado",Peru,stratovolcano,Evidence Uncertain,Unknown,South America,Peru,-16.191,-71.53,6057,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354008,"Nicholson, Cerro",Peru,pyroclastic-cone,Evidence Credible,Unknown,South America,Peru,-16.261,-71.754,2525,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354010,"Misti, El",Peru,stratovolcano,Eruption Observed,1985 CE,South America,Peru,-16.294,-71.409,5822,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354020,Ubinas,Peru,stratovolcano,Eruption Observed,2016 CE,South America,Peru,-16.355,-70.903,5672,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
354030,Huaynaputina,Peru,stratovolcano,Eruption Observed,1600 CE,South America,Peru,-16.608,-70.85,4850,Dacite,Subduction zone / Continental crust (>25 km),,,false
354031,Ticsani,Peru,lava-dome,Eruption Dated,1800 CE,South America,Peru,-16.755,-70.595,5408,Dacite,Subduction zone / Continental crust (>25 km),,,true
354040,Tutupaca,Peru,stratovolcano,Eruption Observed,1802 CE,South America,Peru,-17.026,-70.372,5801,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
354050,Yucamane,Peru,stratovolcano,Eruption Observed,1320 BCE,South America,Peru,-17.184,-70.196,5495,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
354060,"Casiri, Nevados",Peru,stratovolcano,Evidence Credible,Unknown,South America,Peru,-17.47,-69.813,5650,Trachyte / Trachydacite,Subduction zone / Continental crust (>25 km),,,true
355010,Tacora,Chile-Peru,stratovolcano,Unrest / Holocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-17.72,-69.77,5980,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355011,Taapaca,Chile,complex,Eruption Dated,320 BCE,South America,"Northern Chile, Bolivia and Argentina",-18.1,-69.5,5860,Dacite,Subduction zone / Continental crust (>25 km),,,false
355012,Parinacota,Chile-Bolivia,stratovolcano,Eruption Dated,290 CE,South America,"Northern Chile, Bolivia and Argentina",-18.166,-69.142,6336,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355020,Guallatiri,Chile,stratovolcano,Eruption Observed,1960 CE,South America,"Northern Chile, Bolivia and Argentina",-18.42,-69.092,6071,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355021,Tambo Quemado,Bolivia,pyroclastic-shield,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-18.62,-68.75,4215,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
355030,Isluga,Chile,stratovolcano,Eruption Observed,1913 CE,South America,"Northern Chile, Bolivia and Argentina",-19.15,-68.83,5550,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355032,Tata Sabaya,Bolivia,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.13,-68.53,5430,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355035,"Jayu Khota, Laguna",Bolivia,maar,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.463,-67.432,3650,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
355036,Nuevo Mundo,Bolivia,lava-dome,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-19.78,-66.48,5438,Dacite,Subduction zone / Continental crust (>25 km),,,true
355040,Irruputuncu,Chile-Bolivia,stratovolcano,Eruption Observed,1995 CE,South America,"Northern Chile, Bolivia and Argentina",-20.73,-68.55,5163,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355042,Pampa Luxsar,Bolivia,volcanic-field,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-20.85,-68.2,5543,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355050,Olca-Paruma,Chile-Bolivia,stratovolcano,Eruption Observed,1867 CE,South America,"Northern Chile, Bolivia and Argentina",-20.939,-68.413,5705,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355060,Ollague,Chile-Bolivia,stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.3,-68.18,5868,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355061,"Azufre, Cerro del",Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.787,-68.237,5846,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355070,San Pedro,Chile,stratovolcano,Eruption Observed,1960 CE,South America,"Northern Chile, Bolivia and Argentina",-21.88,-68.4,6145,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355090,Putana,Chile,stratovolcano,Eruption Observed,1810 CE,South America,"Northern Chile, Bolivia and Argentina",-22.55,-67.85,5890,Dacite,Subduction zone / Continental crust (>25 km),,,false
355091,Sairecabur,Chile-Bolivia,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.72,-67.892,5971,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355092,Licancabur,Chile-Bolivia,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.83,-67.88,5916,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355093,Guayaques,Chile-Bolivia,lava-dome,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.895,-67.566,5598,Dacite,Subduction zone / Continental crust (>25 km),,,true
355094,Purico Complex,Chile,pyroclastic-shield,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23,-67.75,5703,Dacite,Subduction zone / Continental crust (>25 km),,,false
355095,Colachi,Chile,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.236,-67.645,5631,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355096,Acamarachi,Chile,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.3,-67.62,6046,Dacite,Subduction zone / Continental crust (>25 km),,,false
355097,"Overo, Cerro",Chile,maar,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.52,-67.67,4555,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355098,Chiliques,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.58,-67.7,5778,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355100,Lascar,Chile,stratovolcano,Eruption Observed,2015 CE,South America,"Northern Chile, Bolivia and Argentina",-23.37,-67.73,5592,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355101,Cordon de Puntas Negras,Chile,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.743,-67.534,5852,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355102,Miniques,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.82,-67.77,5910,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355103,"Tujle, Cerro",Chile,maar,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.83,-67.95,3550,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
355104,Caichinque,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.949,-67.74,4458,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355105,Tilocalar,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-23.97,-68.13,3116,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355106,"Negrillar, El",Chile,pyroclastic-cone,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.18,-68.25,3500,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355107,Pular,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.188,-68.054,6233,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355108,"Negrillar, La",Chile,pyroclastic-cone,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.28,-68.6,4109,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355109,Socompa,Chile-Argentina,stratovolcano,Eruption Dated,5250 BCE,South America,"Northern Chile, Bolivia and Argentina",-24.396,-68.246,6031,Dacite,Subduction zone / Continental crust (>25 km),,,false
355110,Llullaillaco,Chile-Argentina,stratovolcano,Eruption Observed,1877 CE,South America,"Northern Chile, Bolivia and Argentina",-24.72,-68.53,6739,Dacite,Subduction zone / Continental crust (>25 km),,,false
355112,Escorial,Chile-Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.083,-68.367,5451,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355120,Lastarria,Chile-Argentina,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.168,-68.507,5706,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355121,Cordon del Azufre,Chile-Argentina,complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.336,-68.521,5481,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355122,"Bayo Gorbea, Cerro",Chile-Argentina,complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.414,-68.588,5413,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355123,"Nevada, Sierra",Chile-Argentina,complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.48,-68.58,6173,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
355124,Falso Azufre,Chile-Argentina,complex,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.8,-68.37,5906,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
355125,"Incahuasi, Nevado de",Chile-Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.033,-68.296,6638,Dacite,Subduction zone / Continental crust (>25 km),,,true
355130,"Ojos del Salado, Nevados",Chile-Argentina,stratovolcano,Eruption Dated,750 CE,South America,"Northern Chile, Bolivia and Argentina",-27.109,-68.541,6879,Dacite,Subduction zone / Continental crust (>25 km),,,false
355131,"Solo, El",Chile-Argentina,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.105,-68.713,6205,Dacite,Subduction zone / Continental crust (>25 km),,,false
355140,Copiapo,Chile,stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.3,-69.13,6052,Dacite,Subduction zone / Continental crust (>25 km),,,false
355150,Tuzgle,Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.05,-66.48,5486,Dacite,Subduction zone / Continental crust (>25 km),,,false
355160,Aracar,Argentina,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-24.29,-67.783,6095,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355161,Unnamed,Argentina,pyroclastic-cone,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-25.1,-68.27,0,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355180,Antofagasta Volcanic Field,Argentina,pyroclastic-cone,Evidence Uncertain,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.12,-67.4,3495,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
355190,"Condor, El",Argentina,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.632,-68.361,6373,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
355200,Peinado,Argentina,stratovolcano,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-26.623,-68.116,5741,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
355210,"Blanco, Cerro",Argentina,caldera,Eruption Dated,2300 BCE,South America,"Northern Chile, Bolivia and Argentina",-26.789,-67.765,4670,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
355220,Tipas,Argentina,complex,Evidence Credible,Unknown,South America,"Northern Chile, Bolivia and Argentina",-27.196,-68.561,6658,No Data (checked),Subduction zone / Continental crust (>25 km),,,false
355823,Aucanquilcha,Chile,stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-21.22,-68.47,6176,,Subduction zone / Continental crust (>25 km),,,false
355838,Uturuncu,Bolivia,stratovolcano,Unrest / Pleistocene,Unknown,South America,"Northern Chile, Bolivia and Argentina",-22.27,-67.18,6008,,Subduction zone / Continental crust (>25 km),,,false
356011,Easter Island,Chile,shield,Evidence Credible,Unknown,South America,Pacific Ocean (Chilean Islands),-27.15,-109.38,511,Basalt / Picro-Basalt,Rift zone / Oceanic crust (< 15 km),,,true
357010,Tupungatito,Chile-Argentina,stratovolcano,Eruption Observed,1987 CE,South America,Central Chile and Argentina,-33.425,-69.797,5660,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357020,San Jose,Chile-Argentina,stratovolcano,Eruption Observed,1960 CE,South America,Central Chile and Argentina,-33.789,-69.895,6070,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357021,Maipo,Chile-Argentina,caldera,Eruption Observed,1912 CE,South America,Central Chile and Argentina,-34.164,-69.832,5323,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,false
357022,Palomo,Chile,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.608,-70.295,4860,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357023,"Atuel, Caldera del",Argentina,caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-34.65,-70.05,5189,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357024,Risco Plateado,Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-34.917,-69.981,4999,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357030,Tinguiririca,Chile,stratovolcano,Eruption Observed,1917 CE,South America,Central Chile and Argentina,-34.814,-70.352,4280,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357040,Planchon-Peteroa,Chile,stratovolcano,Eruption Observed,2011 CE,South America,Central Chile and Argentina,-35.223,-70.568,3977,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357041,Infiernillo,Argentina,volcanic-field,Eruption Dated,6890 BCE,South America,Central Chile and Argentina,-35.142,-69.83,0,Andesite / Basaltic Andesite,Intraplate / Continental crust (>25 km),,,false
357042,Calabozos,Chile,caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.558,-70.496,3508,Dacite,Subduction zone / Continental crust (>25 km),,,false
357050,Descabezado Grande,Chile,stratovolcano,Eruption Observed,1933 CE,South America,Central Chile and Argentina,-35.58,-70.75,3953,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357060,"Azul, Cerro",Chile,stratovolcano,Eruption Observed,1967 CE,South America,Central Chile and Argentina,-35.653,-70.761,3788,Dacite,Subduction zone / Continental crust (>25 km),,,false
357061,"Maule, Laguna del",Chile,caldera,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.02,-70.58,3092,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357062,San Pedro-Pellado,Chile,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-35.989,-70.849,3621,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357063,"Longavi, Nevado de",Chile,stratovolcano,Eruption Dated,4890 BCE,South America,Central Chile and Argentina,-36.193,-71.161,3242,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357064,"Blancas, Lomas",Chile,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.286,-71.009,2268,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
357065,"Resago, Volcan",Chile,pyroclastic-cone,Evidence Credible,Unknown,South America,Central Chile and Argentina,-36.45,-70.92,1890,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357066,Payun Matru,Argentina,shield,Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-36.422,-69.241,3715,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),,,false
357067,Domuyo,Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-36.638,-70.432,4702,Dacite,Subduction zone / Continental crust (>25 km),,,false
357070,"Chillšn, Nevados de",Chile,stratovolcano,Eruption Observed,2016 CE,South America,Central Chile and Argentina,-36.863,-71.377,3212,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357072,Tromen,Argentina,stratovolcano,Eruption Observed,1822 CE,South America,Central Chile and Argentina,-37.144,-70.033,4114,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357080,Antuco,Chile,stratovolcano,Eruption Observed,1869 CE,South America,Central Chile and Argentina,-37.406,-71.349,2979,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
357081,Trolon,Argentina,lava-dome,Evidence Uncertain,Unknown,South America,Central Chile and Argentina,-37.738,-70.906,2360,Dacite,Subduction zone / Continental crust (>25 km),,,true
357090,Copahue,Chile-Argentina,stratovolcano,Eruption Observed,2016 CE,South America,Central Chile and Argentina,-37.856,-71.183,2953,Trachybasalt / Tephrite Basanite,Subduction zone / Continental crust (>25 km),,,false
357091,Callaqui,Chile,stratovolcano,Eruption Observed,1980 CE,South America,Central Chile and Argentina,-37.92,-71.45,3164,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357092,"Mari_aqui, Laguna",Chile,pyroclastic-cone,Evidence Credible,Unknown,South America,Central Chile and Argentina,-38.255,-71.167,2108,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357093,Tolguaca,Chile,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-38.31,-71.645,2806,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357100,Lonquimay,Chile,stratovolcano,Eruption Observed,1990 CE,South America,Central Chile and Argentina,-38.377,-71.58,2865,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357101,Tralihue,Argentina,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-38.509,-70.898,2448,Trachyandesite / Basaltic Trachyandesite,Intraplate / Continental crust (>25 km),,,false
357102,"Blanca, Laguna",Argentina,volcanic-field,Evidence Credible,Unknown,South America,Central Chile and Argentina,-39.02,-70.37,1700,Basalt / Picro-Basalt,Intraplate / Continental crust (>25 km),,,false
357110,Llaima,Chile,stratovolcano,Eruption Observed,2009 CE,South America,Central Chile and Argentina,-38.692,-71.729,3125,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
357111,Sollipulli,Chile,caldera,Eruption Dated,1240 CE,South America,Central Chile and Argentina,-38.97,-71.52,2282,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357112,Caburgua-Huelemolle,Chile,pyroclastic-cone,Eruption Dated,5050 BCE,South America,Central Chile and Argentina,-39.25,-71.75,1652,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
357120,Villarrica,Chile,stratovolcano,Eruption Observed,2016 CE,South America,Central Chile and Argentina,-39.42,-71.93,2847,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
357121,Quetrupillan,Chile,stratovolcano,Eruption Observed,1872 CE,South America,Central Chile and Argentina,-39.5,-71.7,2360,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357122,Lanin,Chile-Argentina,stratovolcano,Eruption Dated,560 CE,South America,Central Chile and Argentina,-39.637,-71.502,3776,Trachyandesite / Basaltic Trachyandesite,Subduction zone / Continental crust (>25 km),,,false
357123,Huanquihue Group,Argentina,stratovolcano,Eruption Dated,1750 CE,South America,Central Chile and Argentina,-39.887,-71.58,2189,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
357130,Mocho-Choshuenco,Chile,stratovolcano,Eruption Observed,1937 CE,South America,Central Chile and Argentina,-39.927,-72.027,2422,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
357140,Carršn-Los Venados,Chile,pyroclastic-cone,Eruption Observed,1979 CE,South America,Central Chile and Argentina,-40.35,-72.07,1114,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
357150,Puyehue-Cordon Caulle,Chile,stratovolcano,Eruption Observed,2012 CE,South America,Central Chile and Argentina,-40.59,-72.117,2236,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
357152,"Pantojo, Cerro",Chile-Argentina,stratovolcano,Evidence Credible,Unknown,South America,Central Chile and Argentina,-40.768,-71.943,1897,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
357153,Antillanca Group,Chile,stratovolcano,Eruption Dated,230 BCE,South America,Central Chile and Argentina,-40.771,-72.153,1990,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
357160,Puntiagudo-Cordon Cenizos,Chile,stratovolcano,Eruption Observed,1850 CE,South America,Central Chile and Argentina,-40.969,-72.264,2493,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358010,Osorno,Chile,stratovolcano,Eruption Observed,1869 CE,South America,Southern Chile and Argentina,-41.1,-72.493,2652,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
358011,Tronador,Chile-Argentina,stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-41.157,-71.885,3478,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358012,Cayutue-La Vigueria,Chile,pyroclastic-cone,Eruption Dated,190 BCE,South America,Southern Chile and Argentina,-41.25,-72.27,506,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
358020,Calbuco,Chile,stratovolcano,Eruption Observed,2015 CE,South America,Southern Chile and Argentina,-41.326,-72.614,2003,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358021,Cuernos del Diablo,Chile,stratovolcano,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-41.4,-72,1862,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
358022,Yate,Chile,stratovolcano,Eruption Dated,1090 CE,South America,Southern Chile and Argentina,-41.755,-72.396,2187,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358023,Hornopiren,Chile,stratovolcano,Eruption Dated,340 CE,South America,Southern Chile and Argentina,-41.874,-72.431,1572,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358024,Apagado,Chile,pyroclastic-cone,Eruption Dated,590 BCE,South America,Southern Chile and Argentina,-41.88,-72.58,1210,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
358025,Crater Basalt Volcanic Field,Argentina,pyroclastic-cone,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-42.018,-70.194,1344,Trachybasalt / Tephrite Basanite,Intraplate / Continental crust (>25 km),,,true
358030,Huequi,Chile,lava-dome,Eruption Observed,1920 CE,South America,Southern Chile and Argentina,-42.377,-72.578,1318,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
358040,Minchinmavida,Chile,stratovolcano,Eruption Observed,1835 CE,South America,Southern Chile and Argentina,-42.793,-72.439,2404,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358041,Chaiten,Chile,caldera,Eruption Observed,2011 CE,South America,Southern Chile and Argentina,-42.833,-72.646,1122,Rhyolite,Subduction zone / Continental crust (>25 km),,,false
358049,Yanteles,Chile,stratovolcano,Eruption Dated,6650 BCE,South America,Southern Chile and Argentina,-43.497,-72.81,2049,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,true
358050,Corcovado,Chile,stratovolcano,Eruption Dated,4920 BCE,South America,Southern Chile and Argentina,-43.189,-72.794,1826,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358051,Palena Volcanic Group,Chile,pyroclastic-cone,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-43.78,-72.47,2991,No Data (checked),Subduction zone / Continental crust (>25 km),,,true
358052,Melimoyu,Chile,stratovolcano,Eruption Dated,200 CE,South America,Southern Chile and Argentina,-44.08,-72.88,2400,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358053,Puyuhuapi,Chile,pyroclastic-cone,Evidence Credible,Unknown,South America,Southern Chile and Argentina,-44.3,-72.53,524,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,true
358054,Mentolat,Chile,stratovolcano,Eruption Observed,1710 CE,South America,Southern Chile and Argentina,-44.7,-73.08,1660,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358055,Cay,Chile,stratovolcano,Evidence Uncertain,Unknown,South America,Southern Chile and Argentina,-45.059,-72.984,2090,Andesite / Basaltic Andesite,Subduction zone / Continental crust (>25 km),,,false
358056,Maca,Chile,stratovolcano,Eruption Dated,1560 CE,South America,Southern Chile and Argentina,-45.1,-73.17,2960,Basalt / Picro-Basalt,Subduction zone / Continental crust (>25 km),,,false
